,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
48,0.7246649969539185,neutral,SRP,0.7116192765631364,0.7989841183471725,3.7670801639556886,SGD,0.012969255447387695
49,0.6923556721533276,neutral,SRP,0.6437883351709648,0.8055401305834543,16.51482048034668,SVC,1.3203024864196777
50,0.5338660388405707,neutral,iPCA,0.3660536675322544,0.725139193109032,615.9704288005829,Bagging,1.6394381999969483
51,0.5,neutral,iPCA,0.0,0.7116356197331744,0.0009940147399902343,Dummy,0.0006040096282958985
52,0.5052151810970124,neutral,iPCA,0.13957602541878872,0.7156352369412563,6.979413938522339,ExtraTrees,0.0902550220489502
53,0.7134148318333249,neutral,iPCA,0.6948818242575752,0.790715662885287,14.228413105010986,LDA,0.0
54,0.6769117003877907,neutral,iPCA,0.6486178200047595,0.785922463937308,3.457077074050903,LogReg,0.0033983707427978514
55,0.6691368398731843,neutral,iPCA,0.6121822548991359,0.7982272607343252,38.903055620193484,MLP,0.022796773910522462
56,0.6930339081353146,neutral,iPCA,0.6716217366497814,0.7875809126227308,5.202992916107178,PassAgg,0.003118467330932617
57,0.7139083113387316,neutral,iPCA,0.6958275622459205,0.790224469421655,1.633287239074707,Ridge,0.00854349136352539
58,0.679628198934764,neutral,iPCA,0.6452520698976361,0.7913786737196229,8.127645874023438,SGD,0.010004758834838867
59,0.5767742411554414,neutral,iPCA,0.3989581137389504,0.7654471320592532,26.857612371444702,SVC,1.6378406047821046
60,0.5235636884513448,ternary,LDA,0.5113144169464385,0.5339858878660568,0.437490177154541,Bagging,0.009377098083496094
61,0.3333333333333333,ternary,LDA,0.0,0.27006088125367445,0.00758213996887207,Dummy,0.0
62,0.5417944281776432,ternary,LDA,0.5317817974025091,0.544391043900317,0.831238842010498,ExtraTrees,0.0656205177307129
63,0.5611972061087729,ternary,LDA,0.5496335564376317,0.5525232636575599,0.012494802474975586,LDA,0.003124713897705078
64,0.5619693933794369,ternary,LDA,0.5504367570586157,0.5473810875190324,0.08749961853027344,LogReg,0.0
65,0.5588644289125406,ternary,LDA,0.5449449763359603,0.5391583488345082,7.6270886898040775,MLP,0.0
